College,Topic,Count,URL,TopicForAuthors,first_Author,URL_forAuthor1,second_Author,URL_forAuthor2,third_Author,URL_forAuthor3
College of Health & Human Services,aging,8,https:\/\/pages.charlotte.edu\/connections\/links\/aging\/,chronic ankle instability,Tricia H Turner,https://pages.charlotte.edu/connections/people/tricia-h-turner/,,,,
College of Health & Human Services,cardiovascular function,1,https:\/\/pages.charlotte.edu\/connections\/links\/cardiovascular-function\/,chronic joint injury,Tricia H Turner,https://pages.charlotte.edu/connections/people/tricia-h-turner/,,,,
College of Health & Human Services,emergency medical response,1,https:\/\/pages.charlotte.edu\/connections\/links\/emergency-medical-response\/,knee osteoarthritis,Tricia H Turner,https://pages.charlotte.edu/connections/people/tricia-h-turner/,,,,
College of Health & Human Services,group exercise pedagogy,1,https:\/\/pages.charlotte.edu\/connections\/links\/group-exercise-pedagogy\/,ligament injury,Tricia H Turner,https://pages.charlotte.edu/connections/people/tricia-h-turner/,Abbey Fenwick,https://pages.charlotte.edu/connections/people/abbey-fenwick/,,
College of Health & Human Services,injury prevention,1,https:\/\/pages.charlotte.edu\/connections\/links\/injury-prevention\/,aging,John Nance,https://pages.charlotte.edu/connections/people/jcnance/,Kristen Funk Johnson,https://pages.charlotte.edu/connections/people/kfunk/,Cynthia Hancock,https://pages.charlotte.edu/connections/people/cynthia-hancock/
College of Health & Human Services,lifetime fitness activities,1,https:\/\/pages.charlotte.edu\/connections\/links\/lifetime-fitness-activities\/,cardiovascular function,Michael J Turner,https://pages.charlotte.edu/connections/people/michael-j-turner/,,,,
College of Health & Human Services,safety,1,https:\/\/pages.charlotte.edu\/connections\/links\/safety\/,emergency medical response,Linda S Probst,https://pages.charlotte.edu/connections/people/linda-s-probst/,,,,
College of Health & Human Services,community education,1,https:\/\/pages.charlotte.edu\/connections\/links\/community-education\/,group exercise pedagogy,Linda S Probst,https://pages.charlotte.edu/connections/people/linda-s-probst/,,,,
College of Health & Human Services,exercise physiology,1,https:\/\/pages.charlotte.edu\/connections\/links\/exercise-physiology\/,injury prevention,Linda S Probst,https://pages.charlotte.edu/connections/people/linda-s-probst/,,,,
College of Health & Human Services,group fitness instruction,1,https:\/\/pages.charlotte.edu\/connections\/links\/group-fitness-instruction\/,lifetime fitness activities,Linda S Probst,https://pages.charlotte.edu/connections/people/linda-s-probst/,,,,
College of Health & Human Services,personal training,1,https:\/\/pages.charlotte.edu\/connections\/links\/personal-training\/,safety,Linda S Probst,https://pages.charlotte.edu/connections/people/linda-s-probst/,,,,
College of Health & Human Services,exercise interventions,1,https:\/\/pages.charlotte.edu\/connections\/links\/exercise-interventions\/,community education,Juliana M Marino,https://pages.charlotte.edu/connections/people/juliana-m-marino/,,,,
College of Health & Human Services,insulin resistance,1,https:\/\/pages.charlotte.edu\/connections\/links\/insulin-resistance\/,exercise physiology,Juliana M Marino,https://pages.charlotte.edu/connections/people/juliana-m-marino/,,,,
College of Health & Human Services,skeletal muscles,1,https:\/\/pages.charlotte.edu\/connections\/links\/skeletal-muscles\/,group fitness instruction,Juliana M Marino,https://pages.charlotte.edu/connections/people/juliana-m-marino/,,,,
College of Health & Human Services,adult diseases,1,https:\/\/pages.charlotte.edu\/connections\/links\/adult-diseases\/,personal training,Juliana M Marino,https://pages.charlotte.edu/connections/people/juliana-m-marino/,,,,
College of Health & Human Services,environmental toxicants,1,https:\/\/pages.charlotte.edu\/connections\/links\/environmental-toxicants\/,exercise interventions,Joseph S Marino,https://pages.charlotte.edu/connections/people/joseph-s-marino/,,,,
College of Health & Human Services,estrogen,1,https:\/\/pages.charlotte.edu\/connections\/links\/estrogen\/,insulin resistance,Joseph S Marino,https://pages.charlotte.edu/connections/people/joseph-s-marino/,,,,
College of Health & Human Services,neonatal environment,1,https:\/\/pages.charlotte.edu\/connections\/links\/neonatal-environment\/,skeletal muscles,Joseph S Marino,https://pages.charlotte.edu/connections/people/joseph-s-marino/,,,,
College of Health & Human Services,sex steroids,1,https:\/\/pages.charlotte.edu\/connections\/links\/sex-steroids\/,adult diseases,Yvette M Huet,https://pages.charlotte.edu/connections/people/yvette-m-huet/,,,,
College of Health & Human Services,blood pressure,1,https:\/\/pages.charlotte.edu\/connections\/links\/blood-pressure\/,environmental toxicants,Yvette M Huet,https://pages.charlotte.edu/connections/people/yvette-m-huet/,,,,
College of Health & Human Services,cardiopulmonary function,1,https:\/\/pages.charlotte.edu\/connections\/links\/cardiopulmonary-function\/,estrogen,Yvette M Huet,https://pages.charlotte.edu/connections/people/yvette-m-huet/,,,,
College of Health & Human Services,isometric training,1,https:\/\/pages.charlotte.edu\/connections\/links\/isometric-training\/,neonatal environment,Yvette M Huet,https://pages.charlotte.edu/connections/people/yvette-m-huet/,,,,
College of Health & Human Services,joint degeneration,1,https:\/\/pages.charlotte.edu\/connections\/links\/joint-degeneration\/,sex steroids,Yvette M Huet,https://pages.charlotte.edu/connections/people/yvette-m-huet/,,,,
College of Health & Human Services,post-traumatic osteoarthritis,1,https:\/\/pages.charlotte.edu\/connections\/links\/post-traumatic-osteoarthritis\/,blood pressure,Reuben Howden,https://pages.charlotte.edu/connections/people/reuben-howden/,,,,
College of Health & Human Services,epidemiology of asthma,1,https:\/\/pages.charlotte.edu\/connections\/links\/epidemiology-of-asthma\/,cardiopulmonary function,Reuben Howden,https://pages.charlotte.edu/connections/people/reuben-howden/,,,,
College of Health & Human Services,occupational epidemiology,1,https:\/\/pages.charlotte.edu\/connections\/links\/occupational-epidemiology\/,isometric training,Reuben Howden,https://pages.charlotte.edu/connections/people/reuben-howden/,,,,
College of Health & Human Services,weight management,1,https:\/\/pages.charlotte.edu\/connections\/links\/weight-management\/,joint degeneration,Abbey Fenwick,https://pages.charlotte.edu/connections/people/abbey-fenwick/,,,,
College of Health & Human Services,psychosocial influences,1,https:\/\/pages.charlotte.edu\/connections\/links\/psychosocial-influences\/,post-traumatic osteoarthritis,Abbey Fenwick,https://pages.charlotte.edu/connections/people/abbey-fenwick/,,,,
College of Health & Human Services,self-care,1,https:\/\/pages.charlotte.edu\/connections\/links\/self-care\/,epidemiology of asthma,Ahmed Arif,https://pages.charlotte.edu/connections/people/ahmed-arif/,,,,
College of Health & Human Services,cognitive behavior,1,https:\/\/pages.charlotte.edu\/connections\/links\/cognitive-behavior\/,occupational epidemiology,Ahmed Arif,https://pages.charlotte.edu/connections/people/ahmed-arif/,,,,
College of Health & Human Services,consultation liaison,1,https:\/\/pages.charlotte.edu\/connections\/links\/consultation-liaison\/,weight management,Tracy Bonoffski,https://pages.charlotte.edu/connections/people/tracy-bonoffski/,,,,
College of Health & Human Services,elder service use,1,https:\/\/pages.charlotte.edu\/connections\/links\/elder-service-use\/,psychosocial influences,Jan Warren-Findlow,https://pages.charlotte.edu/connections/people/jan-warren-findlow/,,,,
College of Health & Human Services,psychogeriatric nursing,1,https:\/\/pages.charlotte.edu\/connections\/links\/psychogeriatric-nursing\/,self-care,Jan Warren-Findlow,https://pages.charlotte.edu/connections/people/jan-warren-findlow/,,,,
College of Health & Human Services,baseball history,1,https:\/\/pages.charlotte.edu\/connections\/links\/baseball-history\/,cognitive behavior,Jane Neese,https://pages.charlotte.edu/connections/people/jane-neese/,,,,
College of Health & Human Services,social inequalities,2,https:\/\/pages.charlotte.edu\/connections\/links\/social-inequalities\/,consultation liaison,Jane Neese,https://pages.charlotte.edu/connections/people/jane-neese/,,,,
College of Health & Human Services,myogenesis,1,https:\/\/pages.charlotte.edu\/connections\/links\/myogenesis\/,elder service use,Jane Neese,https://pages.charlotte.edu/connections/people/jane-neese/,,,,
College of Liberal Arts & Sciences,gender,14,https:\/\/pages.charlotte.edu\/connections\/links\/gender\/,psychogeriatric nursing,Jane Neese,https://pages.charlotte.edu/connections/people/jane-neese/,,,,
College of Liberal Arts & Sciences,rhetoric,14,https:\/\/pages.charlotte.edu\/connections\/links\/rhetoric\/,baseball history,Jeffrey Barto,https://pages.charlotte.edu/connections/people/jeffrey-barto/,,,,
College of Liberal Arts & Sciences,culture,13,https:\/\/pages.charlotte.edu\/connections\/links\/culture\/,social inequalities,Bianca Reisdorf,https://pages.charlotte.edu/connections/people/breisdor/,Mark DeHaven,https://pages.charlotte.edu/connections/people/mdehave1/,,
College of Liberal Arts & Sciences,composition,13,https:\/\/pages.charlotte.edu\/connections\/links\/composition\/,myogenesis,Susan Arthur,https://pages.charlotte.edu/connections/people/susan-arthur/,,,,
College of Liberal Arts & Sciences,american literature,8,https:\/\/pages.charlotte.edu\/connections\/links\/american-literature\/,Topic,first_Author,URL_forAuthor1,second_Author,URL_forAuthor2,third_Author,URL_forAuthor3
College of Liberal Arts & Sciences,sexuality,8,https:\/\/pages.charlotte.edu\/connections\/links\/sexuality\/,gender,"Jessica ""J.B."" Burke",https://pages.charlotte.edu/connections/people/jburke43/,Meagan Zarwell,https://pages.charlotte.edu/connections/people/mzarwell/,Jennifer Langhinrichsen-Rohling,https://pages.charlotte.edu/connections/people/jlanghin/
College of Liberal Arts & Sciences,children's literature,7,https:\/\/pages.charlotte.edu\/connections\/links\/childrens-literature\/,rhetoric,Jason Black,https://pages.charlotte.edu/connections/people/jblac143/,Cathy Mahaffey,https://pages.charlotte.edu/connections/people/cathy-mahaffey/,Rebecca Agosta,https://pages.charlotte.edu/connections/people/rebecca-agosta/
College of Liberal Arts & Sciences,ethics,7,https:\/\/pages.charlotte.edu\/connections\/links\/ethics\/,culture,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Erin Eldridge,https://pages.charlotte.edu/connections/people/eeldrid3/,Rachel Engstrom,https://pages.charlotte.edu/connections/people/rengstr1/
College of Liberal Arts & Sciences,creative writing,6,https:\/\/pages.charlotte.edu\/connections\/links\/creative-writing\/,composition,Jonah Elrod,https://pages.charlotte.edu/connections/people/jelrod6-2/,Rick Dior,https://pages.charlotte.edu/connections/people/rmdior/,Cathy Mahaffey,https://pages.charlotte.edu/connections/people/cathy-mahaffey/
College of Liberal Arts & Sciences,urban history,5,https:\/\/pages.charlotte.edu\/connections\/links\/urban-history\/,american literature,Peter Blair,https://pages.charlotte.edu/connections/people/peter-blair/,Gretchen Pratt,https://pages.charlotte.edu/connections/people/gretchen-pratt/,Lara Vetter,https://pages.charlotte.edu/connections/people/lara-vetter/
College of Liberal Arts & Sciences,linguistics,5,https:\/\/pages.charlotte.edu\/connections\/links\/linguistics\/,sexuality,Meagan Zarwell,https://pages.charlotte.edu/connections/people/mzarwell/,Rob Cramer,https://pages.charlotte.edu/connections/people/rcramer4/,Rachel Engstrom,https://pages.charlotte.edu/connections/people/rengstr1/
College of Liberal Arts & Sciences,southern history,5,https:\/\/pages.charlotte.edu\/connections\/links\/southern-history\/,children's literature,Andrew Hartley,https://pages.charlotte.edu/connections/people/ajhartle/,Balaka Basu,https://pages.charlotte.edu/connections/people/balaka-basu/,Lynn Raymond,https://pages.charlotte.edu/connections/people/lynn-raymond/
College of Liberal Arts & Sciences,globalization,5,https:\/\/pages.charlotte.edu\/connections\/links\/globalization\/,ethics,Jim Frakes,https://pages.charlotte.edu/connections/people/jffrakes/,Reginald Raymer,https://pages.charlotte.edu/connections/people/reginald-raymer/,Eddy Souffrant,https://pages.charlotte.edu/connections/people/eddy-souffrant/
College of Liberal Arts & Sciences,race,5,https:\/\/pages.charlotte.edu\/connections\/links\/race\/,creative writing,Peter Blair,https://pages.charlotte.edu/connections/people/peter-blair/,Gretchen Pratt,https://pages.charlotte.edu/connections/people/gretchen-pratt/,Heather Crickenberger,https://pages.charlotte.edu/connections/people/heather-crickenberger/
College of Liberal Arts & Sciences,second language acquisition,5,https:\/\/pages.charlotte.edu\/connections\/links\/second-language-acquisition\/,urban history,Emily Makas,https://pages.charlotte.edu/connections/people/emakas/,Gregory Mixon,https://pages.charlotte.edu/connections/people/gregory-mixon/,David Johnson,https://pages.charlotte.edu/connections/people/david-johnson/
College of Liberal Arts & Sciences,american culture,5,https:\/\/pages.charlotte.edu\/connections\/links\/american-culture\/,linguistics,Javier Garcia Leon,https://pages.charlotte.edu/connections/people/jgarci53/,Rebecca Roeder,https://pages.charlotte.edu/connections/people/rebecca-roeder/,Ralf Thiede,https://pages.charlotte.edu/connections/people/ralf-thiede/
College of Liberal Arts & Sciences,translation studies,5,https:\/\/pages.charlotte.edu\/connections\/links\/translation-studies\/,southern history,Tamara Williams,https://pages.charlotte.edu/connections/people/twill260/,John David Smith,https://pages.charlotte.edu/connections/people/john-david-smith/,Sonya Ramsey,https://pages.charlotte.edu/connections/people/sonya-ramsey/
College of Liberal Arts & Sciences,ecology,5,https:\/\/pages.charlotte.edu\/connections\/links\/ecology\/,globalization,Andrea Freidus,https://pages.charlotte.edu/connections/people/afreidus/,Karen Flint,https://pages.charlotte.edu/connections/people/karen-flint/,Harry Chernotsky,https://pages.charlotte.edu/connections/people/harry-chernotsky/
College of Liberal Arts & Sciences,politics,5,https:\/\/pages.charlotte.edu\/connections\/links\/politics\/,race,Chris Berry,https://pages.charlotte.edu/connections/people/cberry18/,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,Kelsey Klotz,https://pages.charlotte.edu/connections/people/kklotz1/
College of Liberal Arts & Sciences,nationalism,4,https:\/\/pages.charlotte.edu\/connections\/links\/nationalism\/,second language acquisition,Elizabeth Miller,https://pages.charlotte.edu/connections/people/elizabeth-miller/,Chikako Mori,https://pages.charlotte.edu/connections/people/chikako-mori/,Maria Delgadillo Latorre,https://pages.charlotte.edu/connections/people/maria-delgadillo-latorre/
College of Liberal Arts & Sciences,comparative literature,4,https:\/\/pages.charlotte.edu\/connections\/links\/comparative-literature\/,american culture,Kelsey Klotz,https://pages.charlotte.edu/connections/people/kklotz1/,Lynne Conner,https://pages.charlotte.edu/connections/people/lconner2/,Julia Robinson,https://pages.charlotte.edu/connections/people/julia-robinson/
College of Liberal Arts & Sciences,organizations,4,https:\/\/pages.charlotte.edu\/connections\/links\/organizations\/,translation studies,David Boyd,https://pages.charlotte.edu/connections/people/dboyd23/,Christopher Mellinger,https://pages.charlotte.edu/connections/people/cmelling/,Michael Doyle,https://pages.charlotte.edu/connections/people/michael-doyle/
College of Liberal Arts & Sciences,diaspora,4,https:\/\/pages.charlotte.edu\/connections\/links\/diaspora\/,ecology,Brook Muller,https://pages.charlotte.edu/connections/people/bmuller7/,Erin Eldridge,https://pages.charlotte.edu/connections/people/eeldrid3/,Lydia Light,https://pages.charlotte.edu/connections/people/llight1/
College of Liberal Arts & Sciences,latin america,4,https:\/\/pages.charlotte.edu\/connections\/links\/latin-america\/,politics,Lidia Klein,https://pages.charlotte.edu/connections/people/lklein7/,Betsy West,https://pages.charlotte.edu/connections/people/bcwest/,Andrew Hartley,https://pages.charlotte.edu/connections/people/ajhartle/
College of Liberal Arts & Sciences,language,4,https:\/\/pages.charlotte.edu\/connections\/links\/language\/,nationalism,Ritika Prasad,https://pages.charlotte.edu/connections/people/ritika-prasad/,Steven Sabol,https://pages.charlotte.edu/connections/people/steven-sabol/,Daniel Dupre,https://pages.charlotte.edu/connections/people/daniel-dupre/
College of Liberal Arts & Sciences,applied ethics,4,https:\/\/pages.charlotte.edu\/connections\/links\/applied-ethics\/,comparative literature,Sandra Watts,https://pages.charlotte.edu/connections/people/sandra-watts/,Allison Stedman,https://pages.charlotte.edu/connections/people/allison-stedman/,Ann Gonzalez,https://pages.charlotte.edu/connections/people/ann-gonzalez/
College of Liberal Arts & Sciences,evolution,4,https:\/\/pages.charlotte.edu\/connections\/links\/evolution\/,organizations,Eddy Souffrant,https://pages.charlotte.edu/connections/people/eddy-souffrant/,Vaughn Schmutz,https://pages.charlotte.edu/connections/people/vaughn-schmutz/,Kendra Jason,https://pages.charlotte.edu/connections/people/kendra-jason/
College of Liberal Arts & Sciences,media,4,https:\/\/pages.charlotte.edu\/connections\/links\/media\/,diaspora,Oscar De la Torre Cueva,https://pages.charlotte.edu/connections/people/oscar-de-la-torre-cueva/,Akinwumi Ogundiran,https://pages.charlotte.edu/connections/people/akinwumi-ogundiran/,Tanure Ojaide,https://pages.charlotte.edu/connections/people/tanure-ojaide/
College of Liberal Arts & Sciences,pedagogy,4,https:\/\/pages.charlotte.edu\/connections\/links\/pedagogy\/,latin america,Oscar De la Torre Cueva,https://pages.charlotte.edu/connections/people/oscar-de-la-torre-cueva/,Garth Green,https://pages.charlotte.edu/connections/people/garth-green/,Nicole Peterson,https://pages.charlotte.edu/connections/people/nicole-peterson/
College of Liberal Arts & Sciences,Narrative theory,3,https:\/\/pages.charlotte.edu\/connections\/links\/narrative-theory\/,language,Reginald Raymer,https://pages.charlotte.edu/connections/people/reginald-raymer/,Eric Hoenes,https://pages.charlotte.edu/connections/people/eric-hoenes/,John Reeves,https://pages.charlotte.edu/connections/people/john-reeves/
College of Liberal Arts & Sciences,business communication,3,https:\/\/pages.charlotte.edu\/connections\/links\/business-communication\/,applied ethics,Lisa Rasmussen,https://pages.charlotte.edu/connections/people/lisa-rasmussen/,Aura Lawson-Alonso,https://pages.charlotte.edu/connections/people/aura-lawson-alonso/,,
College of Liberal Arts & Sciences,health,3,https:\/\/pages.charlotte.edu\/connections\/links\/health\/,evolution,Tingting Xiang,https://pages.charlotte.edu/connections/people/txiang/,Lydia Light,https://pages.charlotte.edu/connections/people/llight1/,Ellen Wisner,https://pages.charlotte.edu/connections/people/ewisner/
College of Liberal Arts & Sciences,discourse analysis,3,https:\/\/pages.charlotte.edu\/connections\/links\/discourse-analysis\/,media,Javier Garcia Leon,https://pages.charlotte.edu/connections/people/jgarci53/,Mary Atkinson,https://pages.charlotte.edu/connections/people/mary-atkinson/,Jonathan Crane,https://pages.charlotte.edu/connections/people/jonathan-crane/
College of Liberal Arts & Sciences,psychology,3,https:\/\/pages.charlotte.edu\/connections\/links\/psychology\/,pedagogy,Suzanne Ingram,https://pages.charlotte.edu/connections/people/suzanne-ingram/,JuliAnna Avila,https://pages.charlotte.edu/connections/people/julianna-avila/,Maria Delgadillo Latorre,https://pages.charlotte.edu/connections/people/maria-delgadillo-latorre/
College of Liberal Arts & Sciences,political philosophy,3,https:\/\/pages.charlotte.edu\/connections\/links\/political-philosophy\/,Narrative theory,Balaka Basu,https://pages.charlotte.edu/connections/people/balaka-basu/,Ronald Lunsford,https://pages.charlotte.edu/connections/people/ronald-lunsford/,Tony Jackson,https://pages.charlotte.edu/connections/people/tony-jackson/
College of Liberal Arts & Sciences,hispanic literature,3,https:\/\/pages.charlotte.edu\/connections\/links\/hispanic-literature\/,business communication,Timothy Horne,https://pages.charlotte.edu/connections/people/timothy-horne/,Melody Dixon,https://pages.charlotte.edu/connections/people/melody-dixon/,Debra Baker,https://pages.charlotte.edu/connections/people/debra-baker/
College of Liberal Arts & Sciences,criminology,3,https:\/\/pages.charlotte.edu\/connections\/links\/criminology\/,health,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/,Jennifer Langhinrichsen-Rohling,https://pages.charlotte.edu/connections/people/jlanghin/,Jhordin James Montegrico,https://pages.charlotte.edu/connections/people/jmontegr/
College of Liberal Arts & Sciences,personal writing,3,https:\/\/pages.charlotte.edu\/connections\/links\/personal-writing\/,discourse analysis,Javier Garcia Leon,https://pages.charlotte.edu/connections/people/jgarci53/,David Taylor,https://pages.charlotte.edu/connections/people/dbtaylor/,Ashlyn Walden,https://pages.charlotte.edu/connections/people/ashlyn-walden/
College of Liberal Arts & Sciences,digital humanities,3,https:\/\/pages.charlotte.edu\/connections\/links\/digital-humanities\/,psychology,Douglas Markant,https://pages.charlotte.edu/connections/people/dmarkant/,Mark Pizzato,https://pages.charlotte.edu/connections/people/mpizzato/,Elise Berman,https://pages.charlotte.edu/connections/people/elise-berman/
College of Liberal Arts & Sciences,race and ethnicity,3,https:\/\/pages.charlotte.edu\/connections\/links\/race-and-ethnicity\/,political philosophy,Juan Meneses Naranjo,https://pages.charlotte.edu/connections/people/juan-meneses-naranjo/,Mark Sanders,https://pages.charlotte.edu/connections/people/mark-sanders/,Gordon Hull,https://pages.charlotte.edu/connections/people/gordon-hull/
College of Liberal Arts & Sciences,technology,3,https:\/\/pages.charlotte.edu\/connections\/links\/technology\/,hispanic literature,Maryrica Lottman,https://pages.charlotte.edu/connections/people/maryrica-lottman/,Carlos Coria-Sanchez,https://pages.charlotte.edu/connections/people/carlos-coria-sanchez/,,
College of Liberal Arts & Sciences,geographic information science,3,https:\/\/pages.charlotte.edu\/connections\/links\/geographic-information-science\/,criminology,Joseph Dippong,https://pages.charlotte.edu/connections/people/joseph-dippong/,Mary McKenzie,https://pages.charlotte.edu/connections/people/mary-mckenzie/,Bruce Arrigo,https://pages.charlotte.edu/connections/people/bruce-arrigo/
College of Liberal Arts & Sciences,Literary theory,3,https:\/\/pages.charlotte.edu\/connections\/links\/literary-theory\/,personal writing,Ashlyn Walden,https://pages.charlotte.edu/connections/people/ashlyn-walden/,Tonya Wertz-Orbaugh,https://pages.charlotte.edu/connections/people/tonya-wertz-orbaugh/,,
College of Liberal Arts & Sciences,micro optics,3,https:\/\/pages.charlotte.edu\/connections\/links\/micro-optics\/,digital humanities,Kaustavi Sarkar,https://pages.charlotte.edu/connections/people/ksarkar/,Crystal Eddins,https://pages.charlotte.edu/connections/people/ceddins/,Heather Perry,https://pages.charlotte.edu/connections/people/heather-perry/
College of Liberal Arts & Sciences,social inequality,3,https:\/\/pages.charlotte.edu\/connections\/links\/social-inequality\/,race and ethnicity,Alexander Kustov,https://pages.charlotte.edu/connections/people/akustov/,Victoria Rankin,https://pages.charlotte.edu/connections/people/vrankin1/,Crystal Eddins,https://pages.charlotte.edu/connections/people/ceddins/
College of Liberal Arts & Sciences,technical writing,3,https:\/\/pages.charlotte.edu\/connections\/links\/technical-writing\/,technology,Marc Manack,https://pages.charlotte.edu/connections/people/mmanack/,Christopher Mellinger,https://pages.charlotte.edu/connections/people/cmelling/,Jessica Lindsey,https://pages.charlotte.edu/connections/people/jlinds32/
College of Liberal Arts & Sciences,applied linguistics,3,https:\/\/pages.charlotte.edu\/connections\/links\/applied-linguistics\/,geographic information science,Ming-Chun Lee,https://pages.charlotte.edu/connections/people/mlee137/,Elizabeth Delmelle,https://pages.charlotte.edu/connections/people/elizabeth-delmelle/,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/
College of Liberal Arts & Sciences,organizational communication,3,https:\/\/pages.charlotte.edu\/connections\/links\/organizational-communication\/,Literary theory,Maya Socolovsky,https://pages.charlotte.edu/connections/people/maya-socolovsky/,Tony Jackson,https://pages.charlotte.edu/connections/people/tony-jackson/,,
College of Liberal Arts & Sciences,journalism,3,https:\/\/pages.charlotte.edu\/connections\/links\/journalism\/,micro optics,Matthew Davies,https://pages.charlotte.edu/connections/people/madavies/,Menelaos Poutous,https://pages.charlotte.edu/connections/people/menelaos-poutous/,Thomas Suleski,https://pages.charlotte.edu/connections/people/thomas-suleski/
College of Liberal Arts & Sciences,foreign policy,3,https:\/\/pages.charlotte.edu\/connections\/links\/foreign-policy\/,social inequality,Victoria Rankin,https://pages.charlotte.edu/connections/people/vrankin1/,Anne-Kathrin Kronberg,https://pages.charlotte.edu/connections/people/akronber/,Vaughn Schmutz,https://pages.charlotte.edu/connections/people/vaughn-schmutz/
College of Liberal Arts & Sciences,religion,3,https:\/\/pages.charlotte.edu\/connections\/links\/religion\/,technical writing,Lynn Raymond,https://pages.charlotte.edu/connections/people/lynn-raymond/,Aaron Toscano,https://pages.charlotte.edu/connections/people/aaron-toscano/,,
College of Liberal Arts & Sciences,cultural history,3,https:\/\/pages.charlotte.edu\/connections\/links\/cultural-history\/,applied linguistics,Concepcion DeGodev,https://pages.charlotte.edu/connections/people/concepcion-degodev/,Fumie Kato,https://pages.charlotte.edu/connections/people/fumie-kato/,,
College of Liberal Arts & Sciences,communication,3,https:\/\/pages.charlotte.edu\/connections\/links\/communication\/,organizational communication,Margaret M. Quinlan,https://pages.charlotte.edu/connections/people/margaret-m-quinlan/,Lori Gossett,https://pages.charlotte.edu/connections/people/lori-gossett/,Sandy Hanson,https://pages.charlotte.edu/connections/people/sandy-hanson/
College of Liberal Arts & Sciences,history,3,https:\/\/pages.charlotte.edu\/connections\/links\/history\/,journalism,Jonathan Paddock,https://pages.charlotte.edu/connections/people/jonathan-paddock/,Robin Rothberg,https://pages.charlotte.edu/connections/people/robin-rothberg/,Cheryl Spainhour,https://pages.charlotte.edu/connections/people/cheryl-spainhour/
College of Liberal Arts & Sciences,public speaking,3,https:\/\/pages.charlotte.edu\/connections\/links\/public-speaking\/,foreign policy,Veronica Robinson,https://pages.charlotte.edu/connections/people/veronica-robinson/,Harry Chernotsky,https://pages.charlotte.edu/connections/people/harry-chernotsky/,,
College of Liberal Arts & Sciences,optical sensors,3,https:\/\/pages.charlotte.edu\/connections\/links\/optical-sensors\/,religion,Nancy Bishop,https://pages.charlotte.edu/connections/people/nbishop5/,William Sherman,https://pages.charlotte.edu/connections/people/wsherma2/,Bonnie Noble,https://pages.charlotte.edu/connections/people/bjnoble/
College of Liberal Arts & Sciences,criminological theory,3,https:\/\/pages.charlotte.edu\/connections\/links\/criminological-theory\/,cultural history,Emily Makas,https://pages.charlotte.edu/connections/people/emakas/,Jim Frakes,https://pages.charlotte.edu/connections/people/jffrakes/,Akinwumi Ogundiran,https://pages.charlotte.edu/connections/people/akinwumi-ogundiran/
College of Liberal Arts & Sciences,family sociology,3,https:\/\/pages.charlotte.edu\/connections\/links\/family-sociology\/,communication,Debra Smith,https://pages.charlotte.edu/connections/people/debra-smith/,Elise Berman,https://pages.charlotte.edu/connections/people/elise-berman/,,
College of Liberal Arts & Sciences,stratification,3,https:\/\/pages.charlotte.edu\/connections\/links\/stratification\/,history,Mark Pizzato,https://pages.charlotte.edu/connections/people/mpizzato/,Jeff Balmer,https://pages.charlotte.edu/connections/people/jdbalmer/,Julia Robinson,https://pages.charlotte.edu/connections/people/julia-robinson/
College of Liberal Arts & Sciences,principles of chemistry,3,https:\/\/pages.charlotte.edu\/connections\/links\/principles-of-chemistry\/,public speaking,Staci Kuntzman,https://pages.charlotte.edu/connections/people/staci-kuntzman/,Timothy Horne,https://pages.charlotte.edu/connections/people/timothy-horne/,Debra Baker,https://pages.charlotte.edu/connections/people/debra-baker/
College of Liberal Arts & Sciences,general chemistry,3,https:\/\/pages.charlotte.edu\/connections\/links\/general-chemistry\/,optical sensors,Thomas Suleski,https://pages.charlotte.edu/connections/people/thomas-suleski/,Faramarz Farahi,https://pages.charlotte.edu/connections/people/faramarz-farahi/,Awad Gerges,https://pages.charlotte.edu/connections/people/awad-gerges/
College of Liberal Arts & Sciences,terrorism,3,https:\/\/pages.charlotte.edu\/connections\/links\/terrorism\/,criminological theory,John Stogner,https://pages.charlotte.edu/connections/people/john-stogner/,Shannon Reid,https://pages.charlotte.edu/connections/people/shannon-reid/,Myron Exum,https://pages.charlotte.edu/connections/people/myron-exum/
College of Liberal Arts & Sciences,film,3,https:\/\/pages.charlotte.edu\/connections\/links\/film\/,family sociology,Mary McKenzie,https://pages.charlotte.edu/connections/people/mary-mckenzie/,Cynthia Hancock,https://pages.charlotte.edu/connections/people/cynthia-hancock/,,
College of Liberal Arts & Sciences,small group communication,3,https:\/\/pages.charlotte.edu\/connections\/links\/small-group-communication\/,stratification,Kendra Jason,https://pages.charlotte.edu/connections/people/kendra-jason/,Yang Cao,https://pages.charlotte.edu/connections/people/yang-cao/,,
College of Liberal Arts & Sciences,education,3,https:\/\/pages.charlotte.edu\/connections\/links\/education\/,principles of chemistry,Richard Jew,https://pages.charlotte.edu/connections/people/richard-jew/,Susan Michael,https://pages.charlotte.edu/connections/people/susan-michael/,Jon Merkert,https://pages.charlotte.edu/connections/people/jon-merkert/
